StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,"Herramientas que aplicaste como las actividades, reportes, ""quizzes"", dentro de la plataforma de CANVAS en el desarrollo de la experiencia de Servicio Social",Q2_6,Q2_7,Q2_8,Q5,Q9,Q6,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,Q3,Q7,CRN,Nombre de Experiencia,OSF,Periodo,Semana,Tipo de Formato
06/06/22 16:33,07/06/22 9:02,IP Address,131.178.102.184,100,59361,True,07/06/22 9:02,R_2pKoghpcN4MS0sB,@00407,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 4,"
5 Muy Satisfecho", 3, 2, 3,Sí,Sí,Ofrecer más información sobre lxs alumnxs., 3, 4, 4, 3,Muy padre porque eran cosas relacionadas a mi carrera.,Reconocimiento,28005,IMAGINEA,SAC - Sociedad de Alumnos de Comunicación,3,1-3,Regular
07/06/22 9:05,07/06/22 9:06,IP Address,187.162.226.105,100,59,True,07/06/22 9:06,R_2dWI5mZhqTmuIqD,@00408,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
1 Nada Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,muy buenas intenciones,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28291,"Proyecto C.R.C. Construyendo, Reciclando, Capacitando-Arte Conceptual","Fundación Enrique Yturria García, A.B.P.",3,1-3,Regular
07/06/22 9:18,07/06/22 9:18,IP Address,131.178.102.192,100,49,True,07/06/22 9:18,R_1rqVHqFo8RZbSbv,@00409,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Esta interesante. , 4, 4, 4, 4,Sin comentarios. ,Área de oportunidad,28039,Deutsch 101,AEDEG - Asociación de Estudiantes Deutsche Gemeinschaft,3,1-3,Regular
07/06/22 9:08,07/06/22 9:19,IP Address,131.178.102.132,100,656,True,07/06/22 9:19,R_2xJjsU7V6BkQo94,@00410,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,Sí,Sí,"En general, quedo satisfecho con la mayoría de las cosas que elabore durante este proceso, pero si me hubiese gustado que los quizes y entregables en canvas se nos hubieran dicho y explicado con anticipación.", 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Una experiencia muy bonita que desde la primera sesión el encargado de este proyecto (José Montemayor) nos la trasmitió muy bien y, por lo menos en mi, causo una sensación de empatía hacia la fundación LAZOS",Reconocimiento,28023,Ejercito Lazos,"LAZOS, I.A.P.",3,1-3,Regular
07/06/22 9:17,07/06/22 9:21,IP Address,131.178.102.136,100,231,True,07/06/22 9:21,R_1rIBobrwYvX7MCL,@00411,,25.6449,-100.311,email,ES-ES, 2, 3, 4, 4, 3, 2, 2, 3,No,Sí,., 4, 4, 4, 4,"Mala organización al inicio, bastante modificación del objetivo principal, muchos trabajos obsoletos.",Área de oportunidad,28191,Mejorando las sillas motorizadas de POWERCHAIR FOOTBALL MX,"Powerchair Football México, A.C.",3,1-3,Regular
07/06/22 9:14,07/06/22 9:27,IP Address,200.63.45.85,100,762,True,07/06/22 9:27,R_1mtjllmbypq4fy4,@00412,,20.6637,-103.3336,email,ES-ES, 4, 4, 4,"
5 Muy Satisfecho", 4, 4, 4, 4,Sí,Sí,Me gusto mucho el servicio relacionado a la nutrición ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4,"
5 Totalmente de Acuerdo",Me encantó ,Reconocimiento,28042,La Cocina de Panchito,AEDUR - Asociación de Estudiantes de Durango,3,1-3,Regular
07/06/22 9:26,07/06/22 9:29,IP Address,131.178.102.144,100,180,True,07/06/22 9:29,R_2sZUbiEsJWiukIo,@00413,,25.6449,-100.311,email,ES-ES, 4, 3, 3, 4, 4, 3, 2, 2,Sí,Sí,Deberían de tratar que los coordinadores de el servicio social tengan más interés y mejor trato.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Fue una buena experiencia el trabajar con música y niños. ,Área de oportunidad,28202,Crescendo,"SALTM, Sociedad de Alumnos de Licenciatura en Tecnologías y Producción Musical",3,1-3,Regular
07/06/22 9:27,07/06/22 9:30,IP Address,189.152.103.111,100,137,True,07/06/22 9:30,R_1fkJQPm8BGmL6Ck,@00414,,25.6819,-100.2631,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Fue una noble causa y de verdad se agradece el tratar de impactar de manera positiva en la sociedad,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Desde el inicio tomé este proyecto con seriedad y con el gusto de tratar de ayudar a la ciudadanía, y esa es mi recompensa, el saber que con mi granito de arena se benefició a una comunidad en especifico. ",Reconocimiento,27949,Recíclate “Compartiendo Conocimiento” - Tutor en línea,Centro Virtual de Aprendizaje Tec de Monterrey,3,1-3,Regular
07/06/22 9:34,07/06/22 9:35,IP Address,189.175.21.195,100,71,True,07/06/22 9:35,R_1jJLMYfD6Ob3sPK,@00415,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy buen servicio ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Estuvo excelente,Reconocimiento,28004,WitCode,Women in Tech,3,1-3,Regular
07/06/22 9:45,07/06/22 9:48,IP Address,187.192.95.75,100,157,True,07/06/22 9:48,R_2Pd6xs8j2aqwvpI,@00416,,25.6196,-100.2699,email,ES-ES, 4, 4, 4, 3, 3,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Realmente fueron muy atentos a las dudas y siempre estaban pendientes de cualquier inconveniente que llegaramos a tener, 3,"
5 Totalmente de Acuerdo", 3,"
5 Totalmente de Acuerdo",Considero fue un servicio social muy útil a la comunidad tec y gente relacionada de alguna manera con ellos. Me gusta pensar que el proyecto tuvo un impacto en la vida de los demás.,Reconocimiento,28125,Embajadores de Bienestar para estudiantes,"LIFE, Liderazgo y Formación Estudiantil",3,1-3,Regular
07/06/22 9:47,07/06/22 9:50,IP Address,131.178.102.152,100,139,True,07/06/22 9:50,R_273WqItCDkCSXQ5,@00417,,25.6449,-100.311,email,ES-ES, 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"muy buen servicio social, de mis favoritos", 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4,Sentí que hacía un cambio con los niños,Reconocimiento,28039,Deutsch 101,AEDEG - Asociación de Estudiantes Deutsche Gemeinschaft,3,1-3,Regular
07/06/22 10:03,07/06/22 10:04,IP Address,131.178.102.176,100,73,True,07/06/22 10:04,R_1rCabk1PAR9BCIH,@00418,,25.6449,-100.311,email,ES-ES, 2, 2, 2, 2, 4,"
1 Nada Satisfecho","
1 Nada Satisfecho", 4,No,Sí,Está interesante la causa de la OSF pero su ejecución y la manera de trabajo no.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28289,Adopción y Acogimiento Familiar de México AC.,ABBA | ADOPCIÓN Y ACOGIMIENTO FAMILIAR DE MÉXICO AC,3,1-3,Regular
07/06/22 10:05,07/06/22 10:07,IP Address,189.153.69.103,100,137,True,07/06/22 10:07,R_1pxQxMmNs7E1mrs,@00419,,25.7437,-100.408,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 2, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Espero que sigan dando oportunidad a los alumnos de participar y crear.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Espero que sigan adelante con proyectos así ,Área de oportunidad,28148,FSM Radio - Producción y edición de video,"Familia de Santa María, A.C.",3,1-3,Regular
07/06/22 10:06,07/06/22 10:09,IP Address,187.167.196.119,100,164,True,07/06/22 10:09,R_XBqQz0OxHTI0icN,@00420,,25.6589,-100.2651,email,ES-ES, 4, 4, 3, 4, 2, 4, 4, 3,No,Sí,"Gran experiencia, la volvería a inscribir ","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4,Siempre es refrescante trabajar con niños ya que te contagian de su energía y nobleza ,Reconocimiento,28261,Tutorías para defender a la Educación,"Proeducación, I.A.P.",3,1-3,Regular
07/06/22 10:08,07/06/22 10:09,IP Address,131.178.54.1,100,33,True,07/06/22 10:09,R_1CduD6ck7uQCoXy,@00421,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Muchas gracias, 4, 4, 4, 4,,,28190,Construye el diseño audiovisual del deporte PowerChair,"Powerchair Football México, A.C.",3,1-3,Regular
07/06/22 10:16,07/06/22 10:17,IP Address,187.189.141.121,100,85,True,07/06/22 10:18,R_3rZJaAyDfyhCFbG,@00422,,25.7831,-100.1807,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gusto mucho poder formar parte de la organización socio formadora y que espero ayude en algo bueno. ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gusto la organización y la manera en como si impartía todo con secuencia a través del semestre ,Reconocimiento,28162,FrontIR,"SABGB, Sociedad de Alumnos de Licenciatura en Negocios Internacionales",3,1-3,Regular
07/06/22 10:13,07/06/22 10:18,IP Address,131.178.102.192,100,289,True,07/06/22 10:18,R_29gAicxAy415JdH,@00423,,25.6449,-100.311,email,ES-ES, 3, 4, 3, 2, 4, 3, 2, 3,Sí,Sí,El propósito es muy interesante y especial, 3, 3, 4, 4,Dio una oportunidad de servir en un proyecto de una forma diferente a la que se pudiera esperar tradicionalmente de un servicio social,Reconocimiento,27942,FSM Radio en la WEB y Redes Sociales,"Familia de Santa María, A.C.",3,1-3,Regular
07/06/22 10:17,07/06/22 10:18,IP Address,200.68.164.8,100,58,True,07/06/22 10:18,R_1P1M8hlyucNNmkJ,@00424,,19.4371,-99.0111,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4, 4, 3,No,Sí,N/A, 4, 4, 4, 4,.,Área de oportunidad,28043,Asesores Iknextia,Asociación Iknextia,3,1-3,Regular
07/06/22 10:17,07/06/22 10:19,IP Address,189.213.142.172,100,140,True,07/06/22 10:19,R_3EDRuV7ZqZ48CAZ,@00425,,25.7797,-100.3077,email,ES-ES, 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,Sí,Sí,Me parece muy interesante y una miy buena causa,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",La experiencia con el socio formador fue muy buena siempre habia comunicacion,Reconocimiento,28023,Ejercito Lazos,"LAZOS, I.A.P.",3,1-3,Regular
07/06/22 10:17,07/06/22 10:20,IP Address,187.188.77.104,100,163,True,07/06/22 10:20,R_3imA5hveg7tw7s0,@00426,,22.1638,-100.9818,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,El asistir a las ecoaldeas es una experiencia maravillosa,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Fue un placer participar en el proyecto y busco participar el próximo semestre,Reconocimiento,28129,Diseño de vivienda para ecoaldeas,Semillero Espiral Colectivo,3,1-3,Regular
06/06/22 12:25,07/06/22 10:21,IP Address,131.178.102.136,100,78980,True,07/06/22 10:22,R_1pxoTcpcKiZGRJ8,@00427,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Admiro el trabajo y esfuerzo que tienen con cada niño de la asociación ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28292,Actividades para llevar a cabo los programas de intervención para niños niñas y adolescentes con autismo,"ARENA, Asociación Regiomontana de Niños Autistas, A.B.P",3,1-3,Regular
07/06/22 10:22,07/06/22 10:24,IP Address,189.219.73.134,100,112,True,07/06/22 10:24,R_3KqORNkot3OXZdT,@00428,,25.5011,-100.2383,email,ES-ES, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 3, 4, 4,"
5 Muy Satisfecho", 4,Sí,Sí,"Bien, pero me hubiera gustado que fuera presencial ","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Bien, pero me hubiera gustado que fuera presencial ",Área de oportunidad,28262,compartiendo la misión de paz,"Viccali, Vida con Calidad, A.C.",3,1-3,Regular
07/06/22 10:19,07/06/22 10:24,IP Address,189.158.96.218,100,285,True,07/06/22 10:24,R_pud9fX7RzfuSWJz,@00429,,25.8,-100.3192,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Es una excelente asociación, llena de gente comprometida completamente con los niños y su avance constante en su desarrollo físico y psicosocial.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Fue una experiencia muy buena, que me motivaba a incluso asistir en días donde en verdad no tenía que ir, porque la causa social que llevaba a cabo era admirable y de verdad te hacia comprometerte con el desarrollo de cada uno de los niños y profesión de las maestras.",Reconocimiento,28281,Programa preclínico,"LPS, Carrera de Licenciatura en Psicología Clínica y de la Salud",3,1-3,Regular
07/06/22 10:26,07/06/22 10:28,IP Address,131.178.102.208,100,146,True,07/06/22 10:28,R_7WfuTuLfi6Aw8k9,@00430,,25.6449,-100.311,email,ES-ES, 3, 3, 3, 4, 3, 3, 4, 4,No,Sí,NA, 4, 4, 4, 4,NA,Reconocimiento,28070,"Quiero Chamba YA, empleos de calidad para jóvenes de con estudios técnicos","Inter-acción jóvenes por un futuro con oportunidades, A. C.",3,1-3,Regular
06/06/22 20:01,07/06/22 10:30,IP Address,131.178.102.176,100,52140,True,07/06/22 10:30,R_uqYXpSVDDEZDiCJ,@00431,,25.6449,-100.311,email,ES-ES, 3, 3, 2, 2, 4, 2, 2, 2,Sí,Sí,Considero que era un proyecto ambicioso pero con poca planeación y organización para ambas partes, 4, 3, 4, 4,Fue complicado debido a la falta organización y planeación del proyecto y sus objetivos. Al inicio se nos otorgan objetivos generales pero no sé sigue algún plan de trabajo u objetivos específicos diseñados por los líderes,Área de oportunidad,28191,Mejorando las sillas motorizadas de POWERCHAIR FOOTBALL MX,"Powerchair Football México, A.C.",3,1-3,Regular
07/06/22 10:32,07/06/22 10:33,IP Address,189.153.77.253,100,97,True,07/06/22 10:33,R_28Am7izQrYWnTc1,@00432,,25.7092,-100.3785,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Todo excelente,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Fue muy retador coordinar el servicio, tratar con tantas personas juntas a veces era abrumador pero siempre lograron hacerme disfrutar mucho de lo que hacía.",Reconocimiento,28164,Sacbé STEM,Sacbé,3,1-3,Regular
06/06/22 18:41,07/06/22 10:37,IP Address,187.189.187.149,100,57372,True,07/06/22 10:37,R_1pW28769LYawFi1,@00433,,25.6759,-100.3208,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy buen servicio,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustó,Reconocimiento,28164,Sacbé STEM,Sacbé,3,1-3,Regular
07/06/22 10:36,07/06/22 10:38,IP Address,207.248.80.228,100,133,True,07/06/22 10:38,R_V2bked5hAee4vDj,@00434,,25.6759,-100.3208,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Me gustó mucho cómo organizaron el servicio, las actividades, el curso sobre cambio climático y las sesiones informativas que tuvimos.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Conocí con mayor profundidad del cambio climático y acciones que podemos hacer para ayudar, así como elaborar lecciones de clases para profesores.",Reconocimiento,28132,SolarSPELL: Biblioteca digital que funciona a través de celdas solares y emite su propio WIFI.,EHE - Educación Continua- Arizona State UniversitySolarSPELL.org,3,2-3,Regular
07/06/22 10:41,07/06/22 10:41,IP Address,189.202.37.244,100,39,True,07/06/22 10:42,R_W7YSkNjIgkYpoYx,@00435,,26.9303,-105.6476,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,NA, 4, 4, 4, 4,NA,Reconocimiento,28261,Tutorías para defender a la Educación,"Proeducación, I.A.P.",3,1-3,Regular
07/06/22 10:43,07/06/22 10:45,IP Address,131.178.102.220,100,158,True,07/06/22 10:45,R_1mQNwk2rt3WukE6,@00436,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Me gusto mucho la iniciativa que se tiene, ademas de que siempre nos recalcan la importancia de su mision, fue muy interesante trabajar con los niños y espero poder trabajar con ustedes pronto en el futuro, muchas gracias por el seguimiento a muchas de mis dudas!!","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me encanto poder tener una acercamiento con los niños y poderme desempeñar como su tutor y escuchar decir la frase que nunca se me va a olvidar ""profesor, ahora si le entiendo a este tema como usted lo explica""",Reconocimiento,28261,Tutorías para defender a la Educación,"Proeducación, I.A.P.",3,1-3,Regular
07/06/22 10:55,07/06/22 10:59,IP Address,187.189.142.32,100,210,True,07/06/22 10:59,R_323Z6OQAykzHoBi,@00437,,25.5851,-100.2854,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 3,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"LSH nos permite apoyar de distinta manera a los alumnos que apoyan a la OSF, pero creo que debe mejorar en la forma de asignar a los alumnos sus organizaciones, ya que varios terminaron con una asignación MUY tardía.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustó convertirme en un Guía y tener la oportunidad de apoyar a los LSH.,Área de oportunidad,28091,Líder Solidario,Dirección de Servicio Social - PASS,3,1-3,Regular
07/06/22 11:21,07/06/22 11:22,IP Address,189.152.110.203,100,56,True,07/06/22 11:22,R_22LdNoy4wjGwlIR,@00438,,25.6589,-100.2651,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Gracias por su trabajo a la comunidad, 4, 4, 4, 4,Muy padre experiencia,Reconocimiento,28281,Programa preclínico,"LPS, Carrera de Licenciatura en Psicología Clínica y de la Salud",3,1-3,Regular
07/06/22 11:28,07/06/22 11:29,IP Address,131.178.102.212,100,83,True,07/06/22 11:29,R_3NUlFpjjayWiqvi,@00439,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Excelente servicio y organizacion,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me alegra compartir mis conocimientos,Reconocimiento,28196,Sembrando Conciencia,"SAIQ, Sociedad de Alumnos de Ingeniería Química",3,1-3,Regular
07/06/22 11:29,07/06/22 11:32,IP Address,131.178.102.68,100,145,True,07/06/22 11:32,R_3mh6VS1ALf8u1px,@00440,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Todo excelente. ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me alegra mucho ver a los alumnos felices por aprender alemán.,Reconocimiento,28039,Deutsch 101,AEDEG - Asociación de Estudiantes Deutsche Gemeinschaft,3,1-3,Regular
07/06/22 11:53,07/06/22 11:55,IP Address,201.174.132.124,100,78,True,07/06/22 11:55,R_YS8VCCjWCUYPBWV,@00441,,26.1659,-99.5337,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Un proyecto muy interesante. Me gusto poder regresar a la presencialidad. ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28200,Enseñando Caminos,"SALEM, Sociedad de Alumnos de Licenciado en Mercadotecnia",3,1-3,Regular
07/06/22 11:55,07/06/22 11:56,IP Address,189.207.34.1,100,79,True,07/06/22 11:56,R_R4iDjr54wqqVW8h,@00442,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Es un proyecto muy interesante,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Fue divertido y aprendí bastante,Reconocimiento,28037,La Alegria del Saber,"AECOAH, Asociación de Estudiantes de Coahuila",3,1-3,Regular
07/06/22 12:00,07/06/22 12:03,IP Address,131.178.102.136,100,166,True,07/06/22 12:03,R_3L75yWycD7RVCsk,@00443,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 4, 4, 4, 3, 4,No,Sí,Me hubiera gustado que estuvieran mas presentes para recibir retroalimentación., 4, 4, 4, 4,Hubo momentos bastante pesados pero al final era satisfactorio que el trabajo que se hacía tenía una causa. ,Área de oportunidad,28481,Impulso Urbano,EAAD - Impulso Urbano,3,1-3,Regular
07/06/22 11:58,07/06/22 12:04,IP Address,189.152.116.114,100,379,True,07/06/22 12:04,R_Rxmu45upcaNJkdz,@00444,,25.6589,-100.2651,email,ES-ES, 4, 4, 4, 4, 4, 2, 4, 3,No,Sí,Esfuércense más en avisar de algo a los alumnos que ayudamos, 4, 4, 4, 3,,,28269,Aprendamos Juntos: Tutor Académico Matématicas,Dirección de Servicio Social - Aprendizajes para todos,3,1-3,Regular
07/06/22 11:55,07/06/22 12:05,IP Address,131.178.102.92,100,584,True,07/06/22 12:05,R_33pVcgt7OO0NSLg,@00445,,25.6449,-100.311,email,ES-ES, 4, 4, 3,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Es increíble el trabajo que hacen y la ayuda que brindan a personas con diferentes capacidades motrices,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Fue interesante conocer el proceso de la equinoterapia y participar en la creación de un proyecto que ayude a entenderlo, a pesar de no ser especializado en las herramientas para crear un videojuego, fue una gran experiencia.",Reconocimiento,28061,Videojuego didactico para personas con discapacidad,"FICAE, Fundación Internacional de Cabalgantes y Actividades Ecuestres A. C.",3,1-3,Regular
07/06/22 11:59,07/06/22 12:09,IP Address,187.192.15.79,100,606,True,07/06/22 12:09,R_1eQLhOFNaIAuiNE,@00446,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muchísimas gracias por recibirnos y tolerar los cambios bruscos del horario de los talleres.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Que buscaban a cada cosa que hacían la aprobación de los tallerista o coordinadores, siempre buscaban la aprobación de alguien.",Reconocimiento,28155,Vive con Arte,"AEAC, Asociación de Estudiantes de Arte y Cultura",3,1-3,Regular
