StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q9,Q11,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,"Herramientas que aplicaste como las actividades, reportes, ""quizzes"", dentro de la plataforma de CANVAS en el desarrollo de la experiencia de Servicio Social",Q2_6,Q2_7,Q2_8,Q5,Q9,Q6,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,Q3,Q7,CRN,Nombre de Experiencia,OSF,Periodo,Tipo de Formato
27/11/22 10:52,27/11/22 10:56,IP Address,187.189.181.156,100,256,True,27/11/22 10:56,R_4Pip8B6rOO52bOV,,@00590,,25.6677,-100.2514,anonymous,ES-ES,A00830546,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C._Alimenta Corazones 2022","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Fue una buena experiencia hacer mi servicio social con ustedes.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me pareció que este servicio social desarrolló mi sensibilidad por la causa a la que apoya el comedor.,Reconocimiento,,,,,
27/11/22 10:59,27/11/22 11:01,IP Address,189.219.41.36,100,123,True,27/11/22 11:01,R_NVdPT70Qwy9yrEB,,@00591,,25.6802,-100.3065,anonymous,ES-ES,A00829152,"SALRI, Sociedad de Alumnos de Licenciatura en Relaciones Internacionales_Realidad Migrante","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,me gustó el servicio social ya que te permite ver con tus propios ojos la realidad que viven los migrantes,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,,,,,
27/11/22 10:53,27/11/22 11:03,IP Address,189.219.64.234,100,579,True,27/11/22 11:03,R_21on5Kk9smIBOw9,,@00592,,25.6449,-100.311,anonymous,ES-ES,A01198122,"SALNB, Sociedad de Alumnos de Nutrición y Bienestar_NAFI - Nutrición y Actividad Física Infantil","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Es valioso ya que aprendemos juntos los temas vistos,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Muy buen sistema para enseñar a los niños acerca de la importancia de la nutrición,Reconocimiento,,,,,
27/11/22 10:05,27/11/22 11:03,IP Address,187.192.6.188,100,3488,True,27/11/22 11:03,R_6r4ZCUO7zVvCBFv,,@00593,,25.6554,-100.3258,anonymous,ES-ES,A01236331,Secretaría de Desarrollo Social y Humano del Municipio de San Pedro_Crecimiento Comunitario Infantil, 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4,Sí,Sí,"La retroalimentación se hizo sólo en las primeras semanas, después no hubo más, hubiera apreciado que se hicieran más retroalimentaciones","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","La actividad fue desafiante, pero me ayudó a desarrollarme en la enseñanza, y me dejó interesado en la educación de los niños",Reconocimiento,,,,,
27/11/22 11:03,27/11/22 11:06,IP Address,201.172.219.152,100,214,True,27/11/22 11:06,R_2sWKuxRZla2egCb,,@00594,,25.6449,-100.311,anonymous,ES-ES,A01568752,Fundacionplan.org - Plan SPAP A.C._Experiencia Plan, 4, 4, 4, 4, 4, 4, 4, 4,No,No,Me gustaría un poco de mejor planeación en el futuro y porder dar continuidad a los proyectos., 4, 4, 4, 4,"no estuve muy satisfecho con mi experiencia porque no sentí que conecte con un grupo vulnerable, me gustaría en el futuro hacer un servício que me permita conectar con las personas ",Área de oportunidad,,,,,
27/11/22 11:00,27/11/22 11:09,IP Address,187.167.254.240,100,537,True,27/11/22 11:09,R_2rwnRW2WwCrBD7l,,@00595,,25.6449,-100.311,anonymous,ES-ES,A01197950,Iniciativa Campana Altamira_Activación física en preescolares, 4, 4, 3, 3, 2, 4, 3, 3,Sí,Sí,Excelentes maestras , 4, 4, 4, 4,Mi primera vez trabajando con niños y me gustó mucho.,Reconocimiento,,,,,
27/11/22 11:17,27/11/22 11:19,IP Address,201.172.153.210,100,115,True,27/11/22 11:19,R_1dy5huaiVUntH5u,,@00596,,25.6449,-100.311,anonymous,ES-ES,A01745389,"UNAC, Unidos por el Arte contra el Cáncer Infantil, A.C._Marketing team UNAC", 4, 4, 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Excelente planeación, 4, 4, 4, 4,Fue una experincia muy enriquecedora,Reconocimiento,,,,,
27/11/22 11:16,27/11/22 11:22,IP Address,189.159.207.118,100,314,True,27/11/22 11:22,R_RyQcSXxJ3RLyKu5,,@00597,,25.6806,-100.3741,anonymous,ES-ES,a01721715,"Proeducación IAP, Jóvenes Ayudando a Niñas y Niños_Tutorías para defender a la Educación","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy buen programa,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Muy lidos niños con un gran interes por aprender,Reconocimiento,,,,,
27/11/22 11:20,27/11/22 11:25,IP Address,104.28.50.20,100,295,True,27/11/22 11:25,R_11jXe5UJ9Uqu0bW,,@00598,,19.4326,-99.1332,anonymous,ES-ES,A01177848,"AECOAH, Asociación de Estudiantes de Coahuila_La Alegria del Saber","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gusta mucho la causa que tiene el socio formador de enseñar temas relacionados con la salud mental a niños y adolescentes.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Considero que fue una buena experiencia, me hubiera gustado un poco más de interacción con los destinatarios del proyecto.",Reconocimiento,,,,,
27/11/22 11:26,27/11/22 11:28,IP Address,201.172.155.139,100,150,True,27/11/22 11:28,R_3RvWadeqO2CpK7P,,@00599,,25.6449,-100.311,anonymous,ES-ES,A00832734,"Regalando Estrellas, A. C._Inspirarnos para vivir mejor","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy buena y atenta beatriz,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me gusto la experiecia de poder ir al hospital 

",Reconocimiento,,,,,
27/11/22 11:27,27/11/22 11:30,IP Address,129.143.140.55,100,194,True,27/11/22 11:30,R_3DuXDmtGrCaaQxt,,@00600,,48.4785,9.1901,anonymous,ES-ES,A00827627,wwleadership sc_Preparatoria hibrida acreditada por la UNAM, 4, 4, 4, 4, 4, 4, 4, 4,No,Sí,Me parece que algunas cosas no están muy claras. Como las actividades obligatorias que tenemos que realizar. , 4, 4, 4, 4,"Fue enriquecedora para mi 
",Área de oportunidad,,,,,
27/11/22 11:17,27/11/22 11:37,IP Address,187.192.12.9,100,1202,True,27/11/22 11:38,R_1qXvkAnUF3m6i2l,,@00601,,25.6554,-100.3258,anonymous,ES-ES,A00831469,"EIC, EHE y EAAD - Innovaction Gym_Edumakers para la inclusión", 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,"El reto que tienen es de gran valor, creo que los materiales educativos inclusivos son de gran necesidad y es importante seguirlos desarrollando.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Se desarolló un buen trabajo en equipo, se dió retroalimentación constante sobre el proyecto y los avances",Reconocimiento,,,,,
27/11/22 11:40,27/11/22 11:42,IP Address,189.152.215.76,100,116,True,27/11/22 11:42,R_b3hDUYgLolSyFjj,,@00602,,25.6554,-100.3258,anonymous,ES-ES,A01748453,Prepanet Campus Monterrey_Prepanet - Tutor en Línea EA (10 s),"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Todo muy bien.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Todo estuvo bien.,Área de oportunidad,,,,,
27/11/22 11:37,27/11/22 11:45,IP Address,187.192.18.137,100,475,True,27/11/22 11:45,R_2s7QGxmMavIvGV3,,@00603,,25.6554,-100.3258,anonymous,ES-ES,A01284216,"AMMAC, Alianza de Ministerios de Misericordia, A.C._Alimentos con amor","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gusta mucho la flexibilidad respecto somo podemos aportar a la causa y la asociación,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Trabajar de la mano con AMMAC te brinda herramientas y valores como es la empatía y el saber como desde mi posición y situación puedo aportar a la comunidad y a la sociedad, su manera flexible de trabajar es muy enriquecedora y su constante apoyo y disponibilidad es de apreciarse mucho",Reconocimiento,,,,,
27/11/22 11:40,27/11/22 11:45,IP Address,189.219.64.66,100,298,True,27/11/22 11:45,R_2ZOoPYA3BeoY6uL,,@00604,,25.6802,-100.3065,anonymous,ES-ES,A00827512,"SAIFI, Sociedad de Alumnos de Ingeniería Física Industrial_Calentando Ideas", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 3, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Todo muy bien, recibí atención y respuestas a mis dudas.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Todo me pareció interesante, especialmente me gustó que te dejaran elegir el área en la que deseas participar dentro del proyecto. 
",Reconocimiento,,,,,
27/11/22 11:41,27/11/22 11:46,IP Address,189.175.55.135,100,301,True,27/11/22 11:46,R_sBERaTHFwUtrM1b,,@00605,,25.6449,-100.311,anonymous,ES-ES,A00832886,Proyecto 99_Proyecto 99 - Logística,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 2, 2, 2,No,Sí,"Desafortunadamente, es demasiado tiempo y esfuerzo para muchos alumnos, incluyéndome, no hay forma para balancear eso, la escuela y otras ambiciones, por esa razón, aun cuando me haya gustado, no lo volvería a meter, me tocaron muy buenos alumnos, pero no me da.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Estuvo padre concebir con gente interesada en su desarrollo académico.,Área de oportunidad,,,,,
27/11/22 11:44,27/11/22 11:48,IP Address,189.152.98.82,100,236,True,27/11/22 11:48,R_1LXOMoRrjx51G2Y,,@00606,,25.6449,-100.311,anonymous,ES-ES,A01177767,"Proeducación IAP, Jóvenes Ayudando a Niñas y Niños_Tutorías para defender a la Educación", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 3, 3, 3,"
5 Muy Satisfecho",Sí,Sí,N/A,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Deberían especificar que no solo son tutorías de matemáticas, sino que también tendrán que ser de historia, español y otros temas varios. Esto debido a que alguien podría no estar interesado en esas materias y sentirse engañado al tener que dar esas tutorías.",Área de oportunidad,,,,,
27/11/22 11:45,27/11/22 11:48,IP Address,189.153.16.157,100,188,True,27/11/22 11:48,R_1OqtT6j3CzutG7V,,@00607,,25.6554,-100.3258,anonymous,ES-ES,A00830013,Sacbé_Sacbe STEM, 4, 4, 4, 4,"
5 Muy Satisfecho", 4, 4, 4,Sí,Sí,Estuvo muy agradable el seguimiento.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4,Muy importante ver por las necesidades de los demás y cómo organizar un proyecto.,Reconocimiento,,,,,
27/11/22 11:45,27/11/22 11:49,IP Address,189.152.74.141,100,259,True,27/11/22 11:49,R_2eR6NChgWJuyXXQ,,@00608,,25.6802,-100.3065,anonymous,ES-ES,A01721708,"Club Deportivo de Fútbol Americano Avispones, A.C._Coach de futbol americano","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Excelente organización y esfuerzo por las actividades a realizar,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Excelente el convivir con niños.,Reconocimiento,,,,,
27/11/22 11:28,27/11/22 11:50,IP Address,187.161.118.243,100,1348,True,27/11/22 11:50,R_3kq4T5tbITiVa6r,,@00609,,25.6554,-100.3258,anonymous,ES-ES,A00833409,Secretaría de Desarrollo Social y Humano del Municipio de San Pedro_Crecimiento Comunitario Infantil,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4, 4, 4, 4,Sí,Sí,La propuesta de la organización me parece sensacional aunque siento que falta aún un poco de organización de personal y mejora de la plataforma en línea.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",La interacción con los niños y sus tutores me pareció increíble y se lo recomendaría a cualquier persona que tenga la pasión por enseñar.,Área de oportunidad,,,,,
27/11/22 11:52,27/11/22 11:56,IP Address,189.152.137.103,100,210,True,27/11/22 11:56,R_yjQmHB5MwGHgLZf,,@00610,,25.6449,-100.311,anonymous,ES-ES,A01285143,"AMMAC, Alianza de Ministerios de Misericordia, A.C._Alimentos con amor","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,El proyecto me parece muy interesante y las actividades fueron muy enriquecedoras, 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","La creación de contenido audiovisual fue mi parte favorita, ya que me gusta mucho poder realizar contenido que vaya a ayudar a las personas",Reconocimiento,,,,,
27/11/22 11:50,27/11/22 11:56,IP Address,187.167.253.36,100,354,True,27/11/22 11:56,R_RquwPWukPHlihtn,,@00611,,25.6449,-100.311,anonymous,ES-ES,a01641059,"Casa Mi Ángel, A.B.P._Soporte de Proyectos | Casa Mi Ángel ABP", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4, 4, 4, 4,No,Sí,Quizas deberia ser por otra plataforma como zoom las tutorias ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","me encanto poder trabajar con mujeres que desean salir adelante, emprendiendo para poder tener un mejor futuroñ mas aun cuando siempre traen una sonrisa en la cara y una disposicion unica ",Área de oportunidad,,,,,
27/11/22 11:45,27/11/22 11:59,IP Address,131.178.200.61,100,804,True,27/11/22 11:59,R_2fGPQA04T68lWvi,,@00612,,25.6449,-100.311,anonymous,ES-ES,A00835392,"Proeducación IAP, Jóvenes Ayudando a Niñas y Niños_Tutorías para defender a la Educación", 3,"
1 Nada Satisfecho","
1 Nada Satisfecho","
1 Nada Satisfecho","
1 Nada Satisfecho","
1 Nada Satisfecho", 3, 2,No,Sí,"en mi opinion, mucha falta de organizacion ya que me dijeron que no terminara mi curso y buscara otro","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",me falto vivir la experiencia,Área de oportunidad,,,,,
27/11/22 12:00,27/11/22 12:01,IP Address,187.156.152.71,100,81,True,27/11/22 12:01,R_s761gUJI3omC4Df,,@00613,,25.4246,-100.958,anonymous,ES-ES,A01382655,"CREMX, Compromiso y Responsabilidad Educativa ABP_CREa: ""Creando Espacios de Aprendizaje""", 4, 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4,"
5 Totalmente de Acuerdo",.,Área de oportunidad,,,,,
27/11/22 11:53,27/11/22 12:11,IP Address,187.138.141.214,100,1066,True,27/11/22 12:11,R_ZerjNLhJQv1bA6B,,@00614,,25.6148,-100.1258,anonymous,ES-ES,A00829280,"FICAE, Fundación Internacional de Cabalgantes y Actividades Ecuestres A. C._Auxiliar en Equinoterapia", 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
1 Nada Satisfecho","
1 Nada Satisfecho","
5 Muy Satisfecho",No,Sí,Conocer mejor las cualidades y el potencial de sus voluntarios y no solamente verlos como trabajadores,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 2,"Me agradó trabajar para la organización, convivir con los beneficiados (los niños con condiciones especiales que requieren las equinoterapias), darles mantenimiento a los caballos y caballerizas. En sí, todo el trabajo que estaba realizando me gustaba y nunca dije no a ninguna orden pero comencé a sentir un trato en el que me sentí desvalorado, llamadas de atención por convivir con los compañeros de la organización cuando tenía mis ratos libres. Me hubiese gustado que en vez de mirarme como mano de obra la organización me dejase realizar propuestas y explorar los alcances de la misma como un buen LSH.",Área de oportunidad,,,,,
27/11/22 12:04,27/11/22 12:13,IP Address,201.172.216.135,100,516,True,27/11/22 12:13,R_21zciy3Pvz044ds,,@00615,,25.6449,-100.311,anonymous,ES-ES,A01284324,"EIC, EHE y EAAD - Innovaction Gym_Edumakers para la inclusión", 4,"
5 Muy Satisfecho", 4, 3, 2, 4, 3, 3,No,Sí,Me toco hacer un proyecto relacionado a los organos del cuerpo humano y me hubiera gustado poder trabajar con personas que tenian conocimiento sobre este tema ya que mi equipo batallo un poco para organizar las dimensiones de los organos individuales. ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me agrado poder usar tecnologia de prototipado para hacer productos que pueden ayudar a personas con discapacidades especificas.,Área de oportunidad,,,,,
27/11/22 12:07,27/11/22 12:14,IP Address,189.152.247.128,100,401,True,27/11/22 12:14,R_2rjZzQxWjWZloTz,,@00616,,25.6802,-100.3065,anonymous,ES-ES,A01284257,"HIC ME, A.C._Administración de una A.C.: Niñez institucionalizada","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Proyecto solidario con muy buena causa social que, desde mi perspectiva, no esta lo suficientemente visible a la sociedad.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4,"Me parece muy interesante todo el proceso de esta experiencia de servicio social, ya que ayuda a cientos de niños, niñas y adolescentes a tener mayores oportunidades de una vida digna por todos las normativas que se establecen aquí mismo.",Reconocimiento,,,,,
27/11/22 12:12,27/11/22 12:15,IP Address,178.232.84.95,100,194,True,27/11/22 12:15,R_11iJbUqLQQ83uDj,,@00617,,59.955,10.859,anonymous,ES-ES,A00827470,"Club Deportivo de Futból Americano Águilas, A.C._Águilas: Formando Campeones para la Vida","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Excelente oportunidad para hacer el de vicios social , se ayuda a los niños y además uno se divierte con ellos ","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 3, 4,La experiencia fue increíble poder ser pieza fundamental en el desarrollo de los niños a que puedan jugar un deporte mientras se divierte hacen amigos y aprende valores importantes para el deporte y la vida ,Reconocimiento,,,,,
27/11/22 12:21,27/11/22 12:25,IP Address,189.153.108.162,100,229,True,27/11/22 12:25,R_2WUdwyoro7tOyFM,,@00618,,25.6554,-100.3258,anonymous,ES-ES,A01570825,"Paso de Esperanza, A.C._INFORME SOBRE MIGRACIÓN, REFUGIO Y DERECHOS HUMANOS 2022","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 2,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4,Sí,Sí,Gracias Alejandra por tu apoyo en este servicio y retroalimentación durante el semestre. ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me gusta poder tener un servicio social en el que pueda poner mis habilidades y ganas para el servicio de los demas. 
",Reconocimiento,,,,,
27/11/22 12:27,27/11/22 12:31,IP Address,189.152.230.248,100,270,True,27/11/22 12:31,R_1n3iaV1PeJPudJD,,@00619,,25.6449,-100.311,anonymous,ES-ES,A00832526,"Unidos Somos Iguales, A.B.P._Noches de Rol Unidos", 4, 4, 4, 4, 2, 4, 4, 3,No,Sí,"Que piensen un poco acerca de los foraneos que no tenemos como movernos con facilidad en la ciudad, además del costo por entrar al programa.", 4, 4, 4, 4,"Me gusto mucho conocer a diferente gente, no solo de otras universidades pero también con discapacidades diferentes a las mías. Lo único que me molesto un poco fue que la ubicación era bastante alejada del Tec y además que el costo del programa nunca fue especificado antes de la inscripción.",Área de oportunidad,,,,,
27/11/22 12:25,27/11/22 12:34,IP Address,187.161.8.118,100,549,True,27/11/22 12:34,R_ekBBg2lUjYa8WJj,,@00620,,25.7933,-100.1863,anonymous,ES-ES,A00834202,"Proeducación IAP, Jóvenes Ayudando a Niñas y Niños_Tutorías para defender a la Educación", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"La carga de trabajo es superior a las 120 horas dadas por dos grupos. En promedio, por dos grupos se toman 8 horas a la semana, alrededor de 5 horas de clase, y 3 horas de planeación de clase, elaboración de material y calificación de ejercicios. Recomendaría revisar las horas a ofrecer.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Una muy bonita experiencia con los niños. La mayor lección fue que es increíble la forma en la que podemos impactar en la vida de las personas, podemos darle un gran giro positivo. Ser profesor de matemáticas es más que solo enseñar números.",Área de oportunidad,,,,,
27/11/22 12:34,27/11/22 12:37,IP Address,201.172.173.127,100,170,True,27/11/22 12:37,R_u4VLmUHZ6HuF9Sh,,@00621,,25.8111,-100.6592,anonymous,ES-ES,A01197794,"AMMAC, Alianza de Ministerios de Misericordia, A.C._Directo al corazón","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Aplaudo la comunicación que tienen con todos.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Tienen una excelente comunicación con todos.,Reconocimiento,,,,,
27/11/22 12:27,27/11/22 12:37,IP Address,189.160.183.168,100,601,True,27/11/22 12:37,R_1jAJrRR5SF88hl3,,@00622,,25.6677,-100.2514,anonymous,ES-ES,A00831519,Iniciativa Campana Altamira_Mediador de lectura,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Me encantó el proyecto, sigamos fomentándolo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gusto la idea de ayudar aunque sea un poco en la construcción de identidad de los niños,Reconocimiento,,,,,
27/11/22 12:36,27/11/22 12:38,IP Address,201.156.141.36,100,119,True,27/11/22 12:38,R_8qB3hV7QruEq6A1,,@00623,,25.6554,-100.3258,anonymous,ES-ES,A01551873,"Proeducación IAP, Jóvenes Ayudando a Niñas y Niños_Tutorías para defender a la Educación","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Una experiencia muy buena. Mucho aprendizaje.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Mucho aprendizaje y apoyo a la comunidad.,Reconocimiento,,,,,
27/11/22 12:35,27/11/22 12:39,IP Address,189.152.73.168,100,230,True,27/11/22 12:39,R_oYNvxRzMmXiCalP,,@00624,,25.6449,-100.311,anonymous,ES-ES,A01721134,Fundacionplan.org - Plan SPAP A.C._Experiencia Plan, 4, 4, 4, 3, 4, 4, 4, 4,Sí,Sí,Me gustaron las actividades que organizamos: Sonrisa y Nariz,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4,"
5 Totalmente de Acuerdo",Me gusto mucho convivir con niños y poder ayudar y compartir.,,,,,,
27/11/22 12:44,27/11/22 12:45,IP Address,187.162.5.2,100,104,True,27/11/22 12:45,R_SHRurPBnI6vp9uN,,@00625,,25.6449,-100.311,anonymous,ES-ES,A01721005,"AMMAC, Alianza de Ministerios de Misericordia, A.C._Directo al corazón","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me encanto la causa social de AMMAC la manera en que imparten este servicio social es increible al poder estar ayudando a nuestra comunidad.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me encanto el poder llevar las despensas a gente que las necesita, el ver el agradecimiento de estas personas me agrado.
",Reconocimiento,,,,,
