StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,UserLanguage,Q2,Q3,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,"Herramientas que aplicaste como las actividades, reportes, ""quizzes"", dentro de la plataforma de CANVAS en el desarrollo de la experiencia de Servicio Social",Q2_6,Q2_7,Q2_8,Q5,Q6,Q7,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,Q9,Q10,CRN,Nombre de Experiencia,OSF,Periodo,Tipo de Formato
19/03/23 21:22,19/03/23 21:27,IP Address,187.189.163.15,100,282,True,19/03/23 21:27,R_1ri9hNI9oHMRhIW,,,,,25.6677,-100.2514,ES-ES,@00088,, 3, 3, 4, 3, 2, 3, 4, 2,Sí,Sí,"Fue muy intesante, pienso que es algo que no es muy aplicable a la vida diaria pero es un conocimiento que no está de más saberlo ", 4, 4, 3, 4,"Mal atención por parte de los encargados del curso, no brindaban las herramientas a tiempo, no estaban concientes ni que estaba en el canvas y encargaban tareas por fuera de la plataforma que si bien era necesaria para que socio formador las pudiera ver, no estaba de más poner el link de todo eso en el canvas para más fácil acceso",Área de oportunidad,,,,,
19/03/23 21:20,19/03/23 21:28,IP Address,189.152.215.83,100,481,True,19/03/23 21:28,R_27Co9vQgsSgAVzg,,,,,25.6554,-100.3258,ES-ES,@00089,"Tierra de Artistas, A.C.", 3, 2, 4, 3, 4, 4, 4, 4,No,Sí,Me gustaría tener más contacto con la SF, 4, 4, 3, 4,No disfruté. y siento que me perdí todo el servicio social,Área de oportunidad,,,,,
19/03/23 21:34,19/03/23 21:36,IP Address,189.159.59.245,100,132,True,19/03/23 21:36,R_3hm6wFV05P47G2v,,,,,25.6554,-100.3258,ES-ES,@00090,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gusto la interacción que tuvimos con el artista,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me hizo darme cuenta de la maravillas de la cultura mexicana,Reconocimiento,,,,,
19/03/23 21:31,19/03/23 21:36,IP Address,187.167.254.191,100,316,True,19/03/23 21:36,R_1pEZ7YCYCT7XHEj,,,,,25.6546,-100.2967,ES-ES,@00091,"Casa Samuel Salud, A.B.P.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Espero su clínica remodelada quede muy bonita ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Es la primera experiencia que tengo dentro del servicio donde no solo aprendo sobre temas sociales y que impactan pero sino otros temas ajenos a mi carrera y me gustó ya que era un aprendizaje constante. ,Reconocimiento,,,,,
19/03/23 21:43,19/03/23 21:45,IP Address,187.189.69.123,100,123,True,19/03/23 21:45,R_87mcCx7ttzd1YyJ,,,,,25.6677,-100.2514,ES-ES,@00092,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gustó mucho su proyecto. ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,,,,,
19/03/23 21:55,19/03/23 21:57,IP Address,177.228.165.63,100,80,True,19/03/23 21:57,R_2YJTwWcLH8Ubnd7,,,,,25.527,-103.3547,ES-ES,@00093,Instituto de Bienestar Integral, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Me gusto mucho, 4, 4, 4, 4,,,,,,,
19/03/23 22:08,19/03/23 22:10,IP Address,189.219.193.7,100,107,True,19/03/23 22:10,R_2YPMFHUyDzfRkyN,,,,,25.6554,-100.3258,ES-ES,@00094,"CIDEPO, Centro de Investigación y Desarrollo de Políticas Públicas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me interesó mucho participar en este proyecto,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Abrí mucho mi perspectiva
",Reconocimiento,,,,,
19/03/23 22:08,19/03/23 22:11,IP Address,187.155.255.62,100,182,True,19/03/23 22:11,R_1eCMLG5dXusfqnT,,,,,20.9875,-87.1948,ES-ES,@00095,"Tierra de Artistas, A.C.", 4, 4,"
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho",Sí,Sí,Me gusto mucho esta experiencia muy colaborativa y con mucha comunicacion con el equipo final, 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gusto la experiencia,Reconocimiento,,,,,
19/03/23 22:08,19/03/23 22:11,IP Address,187.189.142.85,100,188,True,19/03/23 22:11,R_5mpNzfrwYFUtXxv,,,,,25.6677,-100.2514,ES-ES,@00096,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",No,Sí,"la parte de la persona del tec que nos apoyaria en el servicio dio mucho que desear, contestaba en pocas ocasiones a las dudas y casí no se supo de el","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",la experiencia del servicio social con el artesano fue bastante buena,Área de oportunidad,,,,,
19/03/23 22:17,19/03/23 22:18,IP Address,189.159.41.65,100,57,True,19/03/23 22:18,R_3G84YIZ0XQaUFxT,,,,,25.6546,-100.2967,ES-ES,@00097,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",.,Reconocimiento,,,,,
19/03/23 22:28,19/03/23 22:32,IP Address,189.142.128.14,100,183,True,19/03/23 22:32,R_2COEAiQtkWkyH9Y,,,,,20.1157,-98.7403,ES-ES,@00098,Secretaría de Educación de Nuevo León: Coordinación Estatal de Telebachillerato y del Subsistema de Preparatoria Abierta de la Subsecretaría de Educación Media Superior y Superior., 4, 4, 3, 4, 4, 4, 4, 3,Sí,Sí,Sería bueno poder aportar más y fomentar aún más la participación ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Sería bueno que las actividades en canva se relacionaran con la experiencia del socio formador ,Área de oportunidad,,,,,
19/03/23 22:34,19/03/23 22:37,IP Address,187.189.166.201,100,189,True,19/03/23 22:37,R_22qUtkBQRfL7az6,,,,,25.6677,-100.2514,ES-ES,@00099,Secretaría de Educación de Nuevo León: Coordinación Estatal de Telebachillerato y del Subsistema de Preparatoria Abierta de la Subsecretaría de Educación Media Superior y Superior., 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,"Muy buena atención por parte de los encargados
", 4, 4, 4, 4,Me está gustando ayudar con mis conocimientos,Reconocimiento,,,,,
19/03/23 22:43,19/03/23 22:45,IP Address,187.189.188.90,100,154,True,19/03/23 22:45,R_3QY4mCXrrHus7KY,,,,,25.6677,-100.2514,ES-ES,@00100,"Águilas Guadalupanas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gustó mucho el proyecto porque siento que tiene un impacto muy positivo en los beneficiarios,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Pudimos elaborar manuales para que niños de primaria aprendan sobre temas de matemáticas, español y otros temas diversos de una manera fácil y así reforzar sus conocimientos y habilidades",Reconocimiento,,,,,
19/03/23 22:43,19/03/23 22:46,IP Address,200.68.140.59,100,163,True,19/03/23 22:46,R_2E5BboktAYmBgqt,,,,,19.4326,-99.1332,ES-ES,@00101,"Tierra de Artistas, A.C.", 4, 4, 4, 4, 4, 4, 4, 4,No,No,El encarcago no contestaba., 4, 4, 4, 4,El encargado no sabía que onda con el proyecto.,Área de oportunidad,,,,,
19/03/23 22:42,19/03/23 22:47,IP Address,187.161.116.196,100,301,True,19/03/23 22:47,R_2YqVChxgxz9xY58,,,,,25.6546,-100.2967,ES-ES,@00102,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gustó aprender mas sobre los alebrijes. ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gusto tener la oprtunidad de saber mas sobre esta tecnica de alebrijes y el proceso de su elaboración. ,Área de oportunidad,,,,,
19/03/23 22:43,19/03/23 22:49,IP Address,200.68.140.47,100,320,True,19/03/23 22:49,R_4YIrxTtkjxGXZK1,,,,,19.4326,-99.1332,ES-ES,@00103,"Tierra de Artistas, A.C.","
5 Muy Satisfecho", 4, 3, 4, 3, 4, 4, 3,No,Sí,Muy inspirador y enriquecedor la actividad. Bastante noble., 4, 4, 4, 4,"El director de la actividad (no el artesano, sino el director) no estaba muy capacitado ni respondente.",Área de oportunidad,,,,,
19/03/23 22:35,19/03/23 22:49,IP Address,187.162.139.18,100,843,True,19/03/23 22:49,R_risnjgYJlYWrm4F,,,,,25.6554,-100.3258,ES-ES,@00104,Centro Virtual de Aprendizaje Tec de Monterrey,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 3,"
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Muy buena dinamica. ,Reconocimiento,,,,,
19/03/23 22:50,19/03/23 22:53,IP Address,189.152.71.49,100,164,True,19/03/23 22:53,R_3p9kzZdgHfTWUOy,,,,,25.6546,-100.2967,ES-ES,@00105,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me super encanto el taller!! lo volveria a tomar mil veces,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",La pomada de uso topico que hicimos la he estado usando y la amo!,Reconocimiento,,,,,
19/03/23 22:46,19/03/23 22:54,IP Address,189.219.64.0,100,492,True,19/03/23 22:54,R_SZ7tl8wCCLE2ysx,,,,,25.6554,-100.3258,ES-ES,@00106,"Fundación El Mundo Escribe, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Se me hizo un servicio social muy padre y me puse a reflexionar mucho de ahora en adelante después de esta experiencia.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Es un servicio muy padre y aunque fue un poco rápido me gusto mucho. ,Reconocimiento,,,,,
19/03/23 22:57,19/03/23 22:58,IP Address,189.152.213.250,100,110,True,19/03/23 22:58,R_31vkxPNKcFIJehg,,,,,25.6546,-100.2967,ES-ES,@00107,"Fundación Yepez, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy buen proyecto,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,,,,,
19/03/23 22:48,19/03/23 23:12,IP Address,189.152.198.2,100,1462,True,19/03/23 23:12,R_1i9yNt4cxts2ru2,,,,,25.6554,-100.3258,ES-ES,@00108,"Vecinos Fuentes del Valle, A.C.", 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,"mi organizacion socio formadora es Aprendizaje para todos, clave WA1058", 4, 4, 4, 4,muy bien,Área de oportunidad,,,,,
19/03/23 23:18,19/03/23 23:21,IP Address,189.219.180.65,100,154,True,19/03/23 23:21,R_3JmSLfqro1JEl93,,,,,25.6546,-100.2967,ES-ES,@00109,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,aprendi mucho y disfrute mucho la actividad fue muy relajante.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",me gusto mucho y aprendi basante.,Reconocimiento,,,,,
19/03/23 23:35,19/03/23 23:37,IP Address,200.68.165.45,100,103,True,19/03/23 23:37,R_2qeMipuXeLBVLPH,,,,,25.6554,-100.3258,ES-ES,@00110,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy buena e interesante,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me parece muy creativa ,,,,,,
19/03/23 23:34,19/03/23 23:38,IP Address,189.152.169.247,100,240,True,19/03/23 23:38,R_3hgS1QIa5CYY1vj,,,,,25.6546,-100.2967,ES-ES,@00111,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Me gustó mucho trabajar con esta asociación, además de que fue muy interesante.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me gustó mucho la manera en la que trabajamos con la asociación y el que no hicieran las sesiones más prácticas, no solo diciéndonos cómo se tejía o cómo y con qué conseguían los colores, sino que nos permitieron que nosotros mismos intentáramos tejer nuestro propio tapetito para entender y adentrarnos un poco más a esa experiencia.",Reconocimiento,,,,,
19/03/23 23:36,19/03/23 23:38,IP Address,200.68.165.41,100,144,True,19/03/23 23:38,R_XY6281gmSRTH321,,,,,25.6554,-100.3258,ES-ES,@00112,"Tierra de Artistas, A.C.","
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,Sí,Sí,Muy buena,"
5 Totalmente de Acuerdo", 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Muy divertida y diferente. ,Reconocimiento,,,,,
20/03/23 8:26,20/03/23 8:27,IP Address,189.219.41.145,100,116,True,20/03/23 8:28,R_1dcpLQLj5hwJgYP,,,,,25.6554,-100.3258,ES-ES,@00113,"Fundación El Mundo Escribe, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Algunos textos están difíciles de entender 😅,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",No poseo ,Reconocimiento,,,,,
20/03/23 14:46,20/03/23 14:48,IP Address,189.179.201.232,100,105,True,20/03/23 14:48,R_uqxgbWJYGpDUs01,,,,,27.4588,-99.5527,ES-ES,@00114,"Tierra de Artistas, A.C.","
5 Muy Satisfecho", 3, 4, 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy bonita experiencia ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Hay que abrirse a las costumbres de otros sin opacar al prójimo ,Área de oportunidad,,,,,
20/03/23 20:55,20/03/23 20:59,IP Address,45.231.169.7,100,221,True,20/03/23 20:59,R_2t53Qqf1lwU3Wx8,,,,,20.9875,-87.1948,ES-ES,@00115,"Tierra de Artistas, A.C.","
5 Muy Satisfecho", 4, 4, 4, 3,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,Sí,Sí,Creo que sería muy interesante que hagan mad actividades sobre concientizacion de la situación que viven en oaxaca los artesanos,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Fue una experiencia muy bonita. Creo que estaría interesante que Tierra de Artistas haga mas actividades,Área de oportunidad,,,,,
21/03/23 9:53,21/03/23 9:55,IP Address,189.232.189.227,100,171,True,21/03/23 9:55,R_3eskqxUiy3LbMmF,,,,,24.0609,-104.4766,ES-ES,@00116,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",No,Sí,Esta increíble lo que están haciendo , 3, 4,"
5 Totalmente de Acuerdo", 3,"Lo que más me gusta es que personas indígenas nos pueden compartir de sus conocimientos, que podemos dignificarlos y ayudarles a alcanzar un mayor público",Reconocimiento,,,,,
21/03/23 10:29,21/03/23 10:32,IP Address,131.178.102.188,100,187,True,21/03/23 10:32,R_3HO1L44TNpx5YW6,,,,,25.6546,-100.2967,ES-ES,@00117,Iniciativa de Educación con Equidad y Calidad,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gusta la organización del servicio al igual que su planificación.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Aún no comenzamos al 100%, pero estoy emocionado por comenzar a aportar",Reconocimiento,,,,,
29/03/23 8:43,29/03/23 8:44,IP Address,131.178.102.120,100,104,True,29/03/23 8:44,R_1rqtem6Jdg2zve3,,,,,25.6546,-100.2967,ES-ES,@00118,"Club deportivo de Fútbol Americano Halcones, A.C.", 4, 4, 4, 4, 4, 4, 4, 4,No,Sí,., 4, 4, 4, 4,.,Reconocimiento,,,,,
30/03/23 19:11,30/03/23 19:23,IP Address,187.188.73.152,100,764,True,30/03/23 19:23,R_AAP3DoU6WrKfxyV,,,,,25.6546,-100.2967,ES-ES,@00119,FUERZA Y ESPERANZA POR UNO MÁS,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho",Sí,Sí,"Realizan una gran labor social, brindan ayuda, atención y apoyo de primera mano no solo a niños, si no también a jóvenes y a adultos que lo necesitan. A pesar de que es una asociación que tiene solo lo que va del año de haber abierto sus puertas ha avanzado rápidamente contando con alianzas estratégicas con instituciones reconocidas a nivel local, nacional e incluso internacional. Además, cada vez llegan a más personas e impactan sus vidas de manera positiva. ","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Todo esta muy bien, excepto la distancia, no todos tenemos la dicha de tener carro, alguien que nos lleve, o pagar transporte. El llegar en transporte público tarda más de dos horas. Pero vale la pena el esfuerzo de ir hasta allá para vivir la experiencia de entregas de comida en los hospitales, visitas, actividades, etc. ",Reconocimiento,,,,,
23/04/23 19:20,23/04/23 19:23,IP Address,189.210.48.138,100,164,True,23/04/23 19:23,R_2couy9WLny1MjB2,,,,,25.6802,-100.3065,ES-ES,@00120,"Zamora Coaching INC, A.C.","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4, 2,Sí,Sí,"Sinceramente no era de mi conocimiento el Servicio Social que iba a llevar pero estoy muy contenta con el proyecto que estuve cubriendo junto con mis compañeros de equipo estas últimas semanas y me retiro muy contenta de haber podido ayudar a crecer las redes sociales de una empresa con tan bonito servicio.

","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me gusto que haya sido online. Trabaje lo mismo que hago en mi licenciatura entonces le di seguimiento a mis conocimientos sobre redes sociales.
",Reconocimiento,,,,,
23/04/23 22:48,23/04/23 22:52,IP Address,189.152.161.6,100,214,True,23/04/23 22:52,R_3syJFCb2eeowuSN,,,,,25.6554,-100.3258,ES-ES,@00121,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gustó mucho su objetivo,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",El pintar un alebrije puede llegar a ser muy terapéutico,Reconocimiento,,,,,
24/04/23 17:44,24/04/23 17:51,IP Address,131.178.102.172,100,396,True,24/04/23 17:51,R_2CeT4yRfxWFGHoc,,,,,25.6546,-100.2967,ES-ES,@00122,Secretaría de Educación de Nuevo León: Coordinación Estatal de Telebachillerato y del Subsistema de Preparatoria Abierta de la Subsecretaría de Educación Media Superior y Superior.,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí," a mi me encanta el proyecto, me hubiera gustado estar desde semestres anteriores c:","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","No me gustó que mis compañeros no pusieran de su parte para generar recursos de valor, ya que la mayoría presentó trabajos mediocres para un alumno de profesional, a mi me molestaba un poco puesto que se veía la clara diferencia de calidad pese a ser del mismo grado. Creo que esas cosas también deberían ser consideradas por la OSF ya que los alumnos sólo buscan ""cumplir"" debido a que no existe algún estándar el cual seguir, y cómo excusa presentan lo que sea con tal de recibir el mismo número de horas que las personas que presentamos un trabajo de calidad. ",Área de oportunidad,,,,,
24/04/23 17:32,24/04/23 18:09,IP Address,131.178.102.144,100,2266,True,24/04/23 18:09,R_1gq25R0e0Ky9u42,,,,,25.6546,-100.2967,ES-ES,@00123,Inclusión y Accesibilidad,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Me ha gustado mucho como se ha llevado a cabo el proyecto, siento que he aprendido más yo que mis alumnos de este proyecto solidario. Aprendo mucho de ellos.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Es un servicio social muy interesante en donde la verdad estoy aprendiendo bastante aunque no todos mis alumnos han participado yo siento que con los que tengo es suficiente y seguimos avanzando bastante.,Área de oportunidad,,,,,
25/04/23 12:30,25/04/23 12:32,IP Address,201.172.116.113,100,111,True,25/04/23 12:32,R_3noRFqptAIo82pz,,,,,25.6554,-100.3258,ES-ES,@00124,"Águilas Guadalupanas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Tiene un muy buen objetivo.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Fue mi primer servicio como coordinadora, ime siento muy satisfecha con el trabajo que logramos!",Reconocimiento,,,,,
25/04/23 14:11,25/04/23 14:14,IP Address,131.178.200.61,100,157,True,25/04/23 14:14,R_2wmHI1yOGGkMTS5,,,,,25.6546,-100.2967,ES-ES,@00125,"Tierra de Artistas, A.C.", 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Fue muy bonito participar con jose en la elaboración del telar y me gusto mucho el amor que le pone a su taller, 4, 4, 4, 4,"Me gusto elaborar mi telar, a pesar de que se me dificultó un poco fue muy bonito y tengo pensado hacer pulseras para mi familia ",Reconocimiento,,,,,
25/04/23 18:59,25/04/23 19:02,IP Address,131.178.102.132,100,173,True,25/04/23 19:02,R_3oLL7e6zM9clsct,,,,,25.6546,-100.2967,ES-ES,@00126,Conexión Tec - Neuroengineering & Neuroacoustics Research Group,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,La organización socio formado esá haciendo un gran trabajo con sus proyectos e ideas que quiere presentar , 4, 4, 4, 4,"Me encant´la expriencia, la volvería a inscribir",Reconocimiento,,,,,
25/04/23 20:22,25/04/23 20:24,IP Address,131.178.200.61,100,144,True,25/04/23 20:24,R_wKLsblNfEUmh6JH,,,,,25.6546,-100.2967,ES-ES,@00127,"MXBT, Mexicambiente","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me encantó mi experiencia al dar clases a niños, 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me encantó ver a los niños muy entusiastas y colaborativos en realizar las dinámicas.,Reconocimiento,,,,,
